sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
ERR1231577	S	1282	Staphylococcus epidermidis	7	221	160	0.189897115370582	317.532320254026
ERR1231577	G	1301	Streptococcus	73	2591	1407	1.98035563172178	3311.40848264913
ERR1231577	S	1313	Streptococcus pneumoniae	1	93	41	0.0271281593386545	45.3617600362894
ERR1231577	S	1747	Cutibacterium acnes	42	671	401	1.13938269222349	1905.19392152416
ERR1231577	S	562	Escherichia coli	476	1739	424	12.9130038451996	21592.1977772738
ERR1231577	S	573	Klebsiella pneumoniae	179	985	184	4.85594052161916	8119.7550464958
ERR1231577	G	286	Pseudomonas	437	17300	1836	11.855005630992	19823.0891358585
ERR1231577	S	287	Pseudomonas aeruginosa	2	130	64	0.0542563186773091	90.7235200725788
ERR1231577	G	48736	Ralstonia	1619	11903	151	43.9204899692817	73440.6894987526
ERR1231577	G	13687	Sphingomonas	23	471	272	0.623947664789055	1043.32048083466
ERR1231582	S	562	Escherichia coli	246	794	320	6.3135919546565	14643.7287933806
ERR1231582	S	573	Klebsiella pneumoniae	146	1232	170	3.74709116008069	8690.99351151854
ERR1231582	G	286	Pseudomonas	617	40735	1809	15.8353099025328	36728.3766890886
ERR1231582	S	287	Pseudomonas aeruginosa	8	182	86	0.205320063566065	476.218822548961
ERR1231582	G	48736	Ralstonia	632	4276	126	16.2202850217191	37621.2869813679
ERR1231582	G	13687	Sphingomonas	14	351	214	0.359310111240614	833.382939460682
ERR1231582	G	1386	Bacillus	898	12200	2208	23.0471771352908	53455.5628311209
ERR1231582	G	1279	Staphylococcus	825	22293	1369	21.1736315552505	49110.0660753616
ERR1231582	S	1280	Staphylococcus aureus	190	1541	258	4.87635150969405	11310.1970355378
ERR1231582	S	1282	Staphylococcus epidermidis	7	175	89	0.179655055620307	416.691469730341
ERR1231582	S	29388	Staphylococcus capitis	4	50	27	0.102660031783033	238.109411274481
ERR1231582	G	1301	Streptococcus	43	1849	1047	1.1035953416676	2559.67617120067
ERR1231582	S	1313	Streptococcus pneumoniae	2	88	41	0.0513300158915163	119.05470563724
ERR1231582	S	1747	Cutibacterium acnes	33	551	301	0.846945262210019	1964.40264301447
ERR1366136	G	1279	Staphylococcus	221726	7515543	7754	26361.5568258558	173037.692352116
ERR1366136	S	1280	Staphylococcus aureus	708	5915	280	84.1758847979303	552.531891547667
ERR1366136	S	1282	Staphylococcus epidermidis	188	6510	2538	22.3517886186595	146.717507925087
ERR1366136	S	29388	Staphylococcus capitis	62	1849	681	7.37133454445153	48.3855611242307
ERR1366136	G	1386	Bacillus	1255	11576	405	149.210078278817	979.417406627573
ERR1366136	G	1301	Streptococcus	3364	69252	9132	399.954345282821	2625.30689712761
ERR1366136	S	1313	Streptococcus pneumoniae	79	446	114	9.39250691954307	61.6525698195843
ERR1366136	S	1328	Streptococcus anginosus	9	122	55	1.070032433872	7.02371048577543
ERR1366136	S	1747	Cutibacterium acnes	10493	276761	78791	1247.53892540209	8188.86601413795
ERR1366136	G	48736	Ralstonia	358207	2404099	646	42588.123115554	279549.140219795
ERR1366136	G	286	Pseudomonas	3165	38002	9663	376.294739244985	2470.00485416436
ERR1366136	S	287	Pseudomonas aeruginosa	32	228	89	3.80455976487821	24.9731928383126
ERR1366136	S	562	Escherichia coli	1057	4234	319	125.669364733633	824.895775940514
ERR1366136	S	573	Klebsiella pneumoniae	350	939	94	41.6123724283554	273.144296669044
ERR1366136	G	13687	Sphingomonas	443	4243	1375	52.6693742450327	345.72263835539
ERR1366140	G	1279	Staphylococcus	222147	7521203	7893	25787.20825759	173338.24393464
ERR1366140	S	1280	Staphylococcus aureus	720	6120	276	83.5788461940283	561.806081706892
ERR1366140	S	1282	Staphylococcus epidermidis	190	6748	2453	22.0555288567575	148.254382672652
ERR1366140	S	29388	Staphylococcus capitis	59	1788	841	6.84882211867732	46.0368872509814
ERR1366140	G	1386	Bacillus	1290	11347	465	149.745432764301	1006.56922972485
ERR1366140	G	1301	Streptococcus	3332	69301	8367	386.784327109031	2599.91370034356
ERR1366140	S	1313	Streptococcus pneumoniae	90	471	116	10.4473557742535	70.2257602133615
ERR1366140	S	1328	Streptococcus anginosus	13	97	43	1.50906250072551	10.1437209197078
ERR1366140	S	1747	Cutibacterium acnes	10456	272172	79100	1213.75057750661	8158.67276434342
ERR1366140	G	48736	Ralstonia	357518	2391136	671	41501.3082411064	278966.370444006
ERR1366140	G	286	Pseudomonas	3211	39376	9809	372.738437679201	2505.49906716782
ERR1366140	S	287	Pseudomonas aeruginosa	28	225	79	3.2502884631011	21.8480142886013
ERR1366140	S	562	Escherichia coli	1131	4308	322	131.288437563119	882.503720014576
ERR1366140	S	573	Klebsiella pneumoniae	333	925	100	38.6552163647381	259.835312789437
ERR1366140	G	13687	Sphingomonas	439	4748	1471	50.9598798321923	342.545652596285
ERR1366141	G	1386	Bacillus	8267	76760	698	365.142289992058	7297.27916616647
ERR1366141	G	1279	Staphylococcus	7706	197647	2303	340.36367324045	6802.0845838247
ERR1366141	S	1280	Staphylococcus aureus	2006	11428	417	88.6023265663564	1770.69577928268
ERR1366141	S	1282	Staphylococcus epidermidis	8	255	172	0.353349258489956	7.06159832216424
ERR1366141	S	29388	Staphylococcus capitis	6	195	123	0.265011943867467	5.29619874162318
ERR1366141	G	1301	Streptococcus	526	10785	6101	23.2327137457146	464.300089682299
ERR1366141	S	1313	Streptococcus pneumoniae	26	201	159	1.14838509009236	22.9501945470338
ERR1366141	S	1328	Streptococcus anginosus	1	6	4	0.0441686573112445	0.88269979027053
ERR1366141	S	1747	Cutibacterium acnes	522	11968	5018	23.0560391164696	460.769290521217
ERR1366141	G	48736	Ralstonia	8783	62624	160	387.93331716466	7752.75225794606
ERR1366141	G	286	Pseudomonas	958	13515	1350	42.3135737041722	845.626399079168
ERR1366141	S	287	Pseudomonas aeruginosa	9	64	39	0.3975179158012	7.94429811243477
ERR1366141	S	562	Escherichia coli	63	492	167	2.7826254106084	55.6100867870434
ERR1366141	S	573	Klebsiella pneumoniae	54	381	81	2.3851074948072	47.6657886746086
ERR1366141	G	13687	Sphingomonas	1402	8836	1204	61.9244575503647	1237.54510595928
ERR1366142	G	1279	Staphylococcus	338850	11835142	18167	24040.9788541552	172185.565072017
ERR1366142	S	1280	Staphylococcus aureus	2048	11009	619	145.303009276405	1040.68477871474
ERR1366142	S	1282	Staphylococcus epidermidis	1114	39676	9586	79.0368907880446	566.075607171985
ERR1366142	S	29388	Staphylococcus capitis	159	4822	1115	11.2808488647209	80.7953514724826
ERR1366142	G	1386	Bacillus	3061	25627	916	217.174077829627	1555.43755256144
ERR1366142	G	1301	Streptococcus	25972	522500	18724	1842.68054537441	13197.590367568
ERR1366142	S	1313	Streptococcus pneumoniae	691	2882	416	49.0255758837871	351.129483443305
ERR1366142	S	1328	Streptococcus anginosus	15	49	24	1.06423102497367	7.62220296910213
ERR1366142	S	1747	Cutibacterium acnes	21786	540172	88619	1545.68914067176	11070.4875923239
ERR1366142	G	48736	Ralstonia	544963	3590863	714	38664.4354708484	276921.23977672
ERR1366142	G	286	Pseudomonas	6497	91851	13233	460.953931283596	3301.43017935044
ERR1366142	S	287	Pseudomonas aeruginosa	80	679	156	5.67589879985958	40.6517491685447
ERR1366142	S	573	Klebsiella pneumoniae	1170	3189	217	83.0100199479463	594.531831589966
ERR1366142	S	562	Escherichia coli	659	3264	463	46.7552163638433	334.868783775887
ERR1366142	G	13687	Sphingomonas	1744	16326	2020	123.734593836939	886.208131874274
ERR1406029	S	562	Escherichia coli	5491	16508	3536	60.7916202642971	15209.1360069578
ERR1406029	S	573	Klebsiella pneumoniae	909	2069	806	10.0636646913579	2517.7753834137
ERR1406029	G	286	Pseudomonas	744	22712	2200	8.23692687609489	2060.75344913069
ERR1406029	S	287	Pseudomonas aeruginosa	51	295	103	0.564628051990375	141.261325142023
ERR1406029	G	13687	Sphingomonas	1055	7306	332	11.6800508794087	2922.17054950655
ERR1406029	G	48736	Ralstonia	7	1237	120	0.0774979679202476	19.3888093332188
ERR1406029	G	1279	Staphylococcus	38046	164810	808	421.21252678482	105380.948555949
ERR1406029	S	1280	Staphylococcus aureus	38037	163443	571	421.112886540351	105356.020086806
ERR1406029	G	1386	Bacillus	22583	152747	615	250.019515648993	62551.0687388687
ERR1406029	G	1301	Streptococcus	3	1266	248	0.0332134148229633	8.30948971423665
ERR1406029	S	1747	Cutibacterium acnes	1	38	36	0.0110711382743211	2.76982990474555
ERR1406030	S	562	Escherichia coli	9512	28457	4411	158.464388119136	20843.2396424745
ERR1406030	S	573	Klebsiella pneumoniae	1590	4172	1019	26.488475305869	3484.09914124626
ERR1406030	G	286	Pseudomonas	598	12925	1700	9.96233222195576	1310.37187828004
ERR1406030	S	287	Pseudomonas aeruginosa	82	353	86	1.36607231137186	179.683100366159
ERR1406030	G	13687	Sphingomonas	1617	9042	341	26.9382796035158	3543.2630889278
ERR1406030	G	48736	Ralstonia	7	699	153	0.116615929019549	15.3388012507697
ERR1406030	G	1279	Staphylococcus	48628	221273	706	810.114199480376	106556.461031775
ERR1406030	S	1280	Staphylococcus aureus	48616	219557	579	809.9142864592	106530.165943917
ERR1406030	S	1282	Staphylococcus epidermidis	1	21	6	0.0166594184313642	2.19125732153853
ERR1406030	G	1386	Bacillus	15702	106617	420	261.58618820928	34407.1224627979
ERR1406030	G	1301	Streptococcus	9	891	199	0.149934765882277	19.7213158938467
ERR1406030	S	1747	Cutibacterium acnes	2	35	32	0.0333188368627283	4.38251464307705
ERR1424611	G	1386	Bacillus	7620	63286	3607	201.193282108784	10467.7950455184
ERR1424611	G	1279	Staphylococcus	4001	115050	2662	105.639674766043	5496.27926208914
ERR1424611	S	1280	Staphylococcus aureus	56	3419	548	1.47858580027453	76.9286774998729
ERR1424611	S	1282	Staphylococcus epidermidis	8	264	199	0.211226542896362	10.9898110714104
ERR1424611	S	29388	Staphylococcus capitis	3	110	99	0.0792099535861356	4.12117915177891
ERR1424611	G	1301	Streptococcus	69	2507	1651	1.82182893248112	94.7871204909149
ERR1424611	S	1313	Streptococcus pneumoniae	4	73	61	0.105613271448181	5.49490553570521
ERR1424611	S	1747	Cutibacterium acnes	55	1820	1597	1.45218248241249	75.5549511159466
ERR1424611	S	562	Escherichia coli	57	1108	395	1.50498911813658	78.3024038837992
ERR1424611	S	573	Klebsiella pneumoniae	17	368	169	0.448856403654768	23.3533485267471
ERR1424611	G	286	Pseudomonas	471	15507	2449	12.4359627130233	647.025126829288
ERR1424611	S	287	Pseudomonas aeruginosa	3	129	73	0.0792099535861356	4.12117915177891
ERR1424611	G	48736	Ralstonia	2839	19535	145	74.9590194103463	3900.00920396677
ERR1424611	G	13687	Sphingomonas	4	340	220	0.105613271448181	5.49490553570521
ERR1424612	G	1386	Bacillus	6434	54642	3813	171.816194378646	9216.60306437011
ERR1424612	G	1279	Staphylococcus	3524	105838	2795	94.1063520345585	5048.0741682997
ERR1424612	S	1280	Staphylococcus aureus	67	3273	546	1.78919568283638	95.9764385005902
ERR1424612	S	1282	Staphylococcus epidermidis	12	362	247	0.320452958119949	17.1898098807027
ERR1424612	S	29388	Staphylococcus capitis	4	80	66	0.10681765270665	5.72993662690091
ERR1424612	G	1301	Streptococcus	82	2842	1956	2.18976188048632	117.463700851469
ERR1424612	S	1313	Streptococcus pneumoniae	3	102	76	0.0801132395299874	4.29745247017568
ERR1424612	S	1328	Streptococcus anginosus	1	29	29	0.0267044131766625	1.43248415672523
ERR1424612	S	1747	Cutibacterium acnes	48	1240	1022	1.2818118324798	68.7592395228109
ERR1424612	S	562	Escherichia coli	37	990	363	0.988063287536511	53.0019137988334
ERR1424612	S	573	Klebsiella pneumoniae	17	301	157	0.453975024003262	24.3522306643289
ERR1424612	G	286	Pseudomonas	399	14113	2563	10.6550608574883	571.561178533365
ERR1424612	S	287	Pseudomonas aeruginosa	3	133	80	0.0801132395299874	4.29745247017568
ERR1424612	G	48736	Ralstonia	2787	18754	147	74.4251995233583	3992.33334479321
ERR1424612	G	13687	Sphingomonas	15	382	257	0.400566197649937	21.4872623508784
ERR1424614	G	1386	Bacillus	6347	55812	4570	167.091050380097	15100.3996954701
ERR1424614	G	1279	Staphylococcus	3168	93257	3022	83.4007322521109	7537.1145793681
ERR1424614	S	1280	Staphylococcus aureus	115	3632	578	3.02748870233357	273.601065854587
ERR1424614	S	1282	Staphylococcus epidermidis	5	261	192	0.131629943579721	11.8956985154168
ERR1424614	G	1301	Streptococcus	274	6606	3489	7.21332090816869	651.884278644842
ERR1424614	S	1313	Streptococcus pneumoniae	6	104	84	0.157955932295665	14.2748382185002
ERR1424614	S	1328	Streptococcus anginosus	1	24	20	0.0263259887159441	2.37913970308336
ERR1424614	S	1747	Cutibacterium acnes	61	1714	1352	1.60588531167259	145.127521888085
ERR1424614	S	562	Escherichia coli	59	1012	415	1.5532333342407	140.369242481919
ERR1424614	S	573	Klebsiella pneumoniae	27	413	195	0.710801695330491	64.2367719832509
ERR1424614	G	286	Pseudomonas	545	17378	2764	14.3476638501895	1296.63113818043
ERR1424614	S	287	Pseudomonas aeruginosa	4	138	82	0.105303954863776	9.51655881233346
ERR1424614	G	48736	Ralstonia	2339	15373	151	61.5764876065933	5564.80776551199
ERR1424614	G	13687	Sphingomonas	15	499	339	0.394889830739162	35.6870955462505
ERR1424615	G	1386	Bacillus	6658	56535	4315	192.15319983852	8338.21754006302
ERR1424615	G	1279	Staphylococcus	2168	61880	2873	62.5695610168085	2715.11799742515
ERR1424615	S	1280	Staphylococcus aureus	154	3315	636	4.44451678809433	192.86354778758
ERR1424615	S	1282	Staphylococcus epidermidis	12	239	180	0.34632598348787	15.0283283990322
ERR1424615	S	29388	Staphylococcus capitis	2	89	69	0.0577209972479783	2.5047213998387
ERR1424615	G	1301	Streptococcus	314	7687	6876	9.06219656793259	393.241259774675
ERR1424615	S	1313	Streptococcus pneumoniae	6	83	67	0.173162991743935	7.51416419951609
ERR1424615	S	1747	Cutibacterium acnes	35	1104	942	1.01011745183962	43.8326244971772
ERR1424615	S	562	Escherichia coli	66	1139	455	1.90479290918328	82.655806194677
ERR1424615	S	573	Klebsiella pneumoniae	15	415	175	0.432907479359837	18.7854104987902
ERR1424615	G	286	Pseudomonas	499	13804	2636	14.4013888133706	624.927989259755
ERR1424615	S	287	Pseudomonas aeruginosa	1	156	84	0.0288604986239891	1.25236069991935
ERR1424615	G	48736	Ralstonia	1453	9697	151	41.9343045006562	1819.68009698281
ERR1424615	G	13687	Sphingomonas	12	337	215	0.34632598348787	15.0283283990322
ERR1777638	G	1386	Bacillus	10005	84560	385	679.476640672922	290581.162324649
ERR1777638	G	1279	Staphylococcus	2344	40494	1505	159.189729708878	68078.1853562197
ERR1777638	S	1280	Staphylococcus aureus	778	7707	386	52.8368642122472	22595.9164706224
ERR1777638	S	1282	Staphylococcus epidermidis	6	241	219	0.407482243282112	174.261566611484
ERR1777638	S	29388	Staphylococcus capitis	1	26	24	0.0679137072136853	29.0435944352473
ERR1777638	G	1301	Streptococcus	122	3167	1862	8.28547228006961	3543.31852110017
ERR1777638	S	1313	Streptococcus pneumoniae	1	18	11	0.0679137072136853	29.0435944352473
ERR1777638	S	1747	Cutibacterium acnes	400	10516	6697	27.1654828854741	11617.4377740989
ERR1777638	G	286	Pseudomonas	546	14297	5022	37.0808841386722	15857.802561645
ERR1777638	S	287	Pseudomonas aeruginosa	7	150	42	0.475395950495797	203.305161046731
ERR1777638	S	573	Klebsiella pneumoniae	30	355	63	2.03741121641056	871.307833057419
ERR1777638	S	562	Escherichia coli	32	417	54	2.17323863083793	929.395021927914
ERR1777638	G	48736	Ralstonia	606	5571	138	41.1557065714933	17600.4182277599
ERR1777638	G	13687	Sphingomonas	45	762	436	3.05611682461584	1306.96174958613
ERR1777647	G	1386	Bacillus	32436	258718	695	1042.37125384574	310835.545418827
ERR1777647	G	1279	Staphylococcus	4922	125759	3958	158.174599563101	47167.7319814856
ERR1777647	S	1280	Staphylococcus aureus	1503	17884	557	48.3007767459044	14403.3118992631
ERR1777647	S	1282	Staphylococcus epidermidis	19	408	317	0.610588661458538	182.077795133731
ERR1777647	S	29388	Staphylococcus capitis	10	218	180	0.321362453399231	95.8304184914376
ERR1777647	G	1301	Streptococcus	4444	91780	11329	142.813474290618	42587.0379775948
ERR1777647	S	1313	Streptococcus pneumoniae	29	221	147	0.931951114857769	277.908213625169
ERR1777647	S	1328	Streptococcus anginosus	1	4	4	0.0321362453399231	9.58304184914376
ERR1777647	S	1747	Cutibacterium acnes	1527	37660	20341	49.0720466340625	14633.3049036425
ERR1777647	G	286	Pseudomonas	1214	30320	6610	39.0134018426666	11633.8128048605
ERR1777647	S	287	Pseudomonas aeruginosa	20	359	84	0.642724906798461	191.660836982875
ERR1777647	S	573	Klebsiella pneumoniae	63	699	61	2.02458345641515	603.731636496057
ERR1777647	S	562	Escherichia coli	53	577	69	1.70322100301592	507.901218004619
ERR1777647	G	48736	Ralstonia	732	7333	257	23.5237315888237	7014.78663357323
ERR1777647	G	13687	Sphingomonas	110	1587	771	3.53498698739154	1054.13460340581
ERR1777648	G	1386	Bacillus	16991	136141	634	1156.89233023485	159481.504425609
ERR1777648	G	1279	Staphylococcus	3624	64758	6609	246.752857675893	34015.7125559654
ERR1777648	S	1280	Staphylococcus aureus	909	8907	545	61.8924800296321	8532.08684143835
ERR1777648	S	1282	Staphylococcus epidermidis	42	1259	950	2.85971854922393	394.221834257877
ERR1777648	S	29388	Staphylococcus capitis	13	207	124	0.885150979521692	122.021043936962
ERR1777648	G	1301	Streptococcus	15117	314168	25567	1029.29441210995	141891.701630389
ERR1777648	S	1313	Streptococcus pneumoniae	108	514	366	7.35356198371867	1013.71328809168
ERR1777648	S	1328	Streptococcus anginosus	5	26	20	0.34044268443142	46.9311707449854
ERR1777648	S	1747	Cutibacterium acnes	1799	43766	22461	122.491277858425	16885.8352340457
ERR1777648	G	286	Pseudomonas	1454	28570	11931	99.0007326326569	13647.5844526418
ERR1777648	S	287	Pseudomonas aeruginosa	12	202	86	0.817062442635408	112.634809787965
ERR1777648	S	562	Escherichia coli	110	695	146	7.48973905749124	1032.48575638968
ERR1777648	S	573	Klebsiella pneumoniae	58	396	91	3.94913513940447	544.401580641831
ERR1777648	G	48736	Ralstonia	802	7140	296	54.6070065827997	7527.75978749566
ERR1777648	G	13687	Sphingomonas	191	1766	897	13.0049105452802	1792.77072245844
ERR1777651	G	1386	Bacillus	752	8463	528	29.4160077533086	13056.2355678247
ERR1777651	G	1279	Staphylococcus	4874	140904	1606	190.65641195429	84622.4629755022
ERR1777651	S	1280	Staphylococcus aureus	1265	6427	160	49.4830449573609	21962.9494591732
ERR1777651	S	1282	Staphylococcus epidermidis	5	216	187	0.195585157934233	86.8100769137281
ERR1777651	S	29388	Staphylococcus capitis	4	51	46	0.156468126347386	69.4480615309825
ERR1777651	G	1301	Streptococcus	1842	39135	6061	72.0535721829713	31980.8323350175
ERR1777651	S	1313	Streptococcus pneumoniae	27	145	101	1.05615985284486	468.774415334132
ERR1777651	S	1747	Cutibacterium acnes	137	3474	2134	5.35903332739798	2378.59610743615
ERR1777651	S	573	Klebsiella pneumoniae	579	3450	72	22.6487612887841	10052.6069066097
ERR1777651	S	562	Escherichia coli	65	980	78	2.54260705314502	1128.53099987847
ERR1777651	G	286	Pseudomonas	392	16638	2340	15.3338763820438	6805.91003003629
ERR1777651	S	287	Pseudomonas aeruginosa	22	469	47	0.860574694910624	381.964338420404
ERR1777651	G	48736	Ralstonia	448	4753	126	17.5244301509072	7778.18289147004
ERR1777651	G	13687	Sphingomonas	27	510	332	1.05615985284486	468.774415334132
ERR1777653	S	573	Klebsiella pneumoniae	4666	7569	70	249.407536832779	17786.0113363904
ERR1777653	S	562	Escherichia coli	46	694	76	2.45879697691981	175.344303787818
ERR1777653	G	286	Pseudomonas	631	18126	5567	33.7282802703565	2405.26642804594
ERR1777653	S	287	Pseudomonas aeruginosa	27	381	71	1.44320692123554	102.919482658067
ERR1777653	G	13687	Sphingomonas	104	1437	938	5.55901925216652	396.430599868111
ERR1777653	G	48736	Ralstonia	1690	13398	448	90.334062847706	6441.9972478568
ERR1777653	G	1279	Staphylococcus	4395	102641	3663	234.922015512229	16753.0046771187
ERR1777653	S	1280	Staphylococcus aureus	667	3856	280	35.6525561653372	2542.49240492336
ERR1777653	S	1282	Staphylococcus epidermidis	25	564	478	1.33630270484772	95.2958172759881
ERR1777653	G	1386	Bacillus	1256	12505	519	67.1358478915495	4787.66185994564
ERR1777653	G	1301	Streptococcus	3444	72324	11017	184.089060619822	13127.9517879401
ERR1777653	S	1313	Streptococcus pneumoniae	46	254	189	2.45879697691981	175.344303787818
